,이름,주소
507,분당수내동,경기도 성남시 분당구 수내동 88-3번지
508,대전터미널,대전 동구 동서대로 1689 
509,하나로부산,부산 북구 금곡대로 469 
510,휘닉스파크,강원 평창군 봉평면 태기로 174 
511,진주평거,"경남 진주시 평거로5번길 12, 1 "
512,하남풍산,경기 하남시 덕풍동로 111-10 
513,구의역,서울 광진구 아차산로 370 
514,문경새재,문경새재도립공원 관리사무소 옆
515,인천소래포구역,인천 남동구 소래역로 50. 1층 101호 102호 
516,홈플러스남현,서울 관악구 과천대로 909 
517,인천허브D/I,인천 중구 영종대로 283 
518,천안독립기념관,충남 천안시 동남구 목천읍 삼방로 95 독립기념관內 
519,만안구청,경기 안양시 만안구 문예로 48 
520,학동역,서울 강남구 학동로 219 1층 
521,홈플러스대구수성,대구 수성구 동대구로 95 
522,김포사우,경기 김포시 사우중로 92 
523,강진,전남 강진군 강진읍 중앙로 88번지 금호상가1층 
524,부산신모라,부산 사상구 모라로 110번길 3 
525,경산진량,경북 경산시 진량읍 공단로 468 
526,부여아울렛,충남 부여군 백제문로 387 
527,천안성정,충남 천안시 서북구 서부대로 704 
528,하나로마트남창원,경남 창원시 성산구 가음로 100 
529,양주백석D/T,경기 양주시 백석읍 양주산성로 574번길 7 
530,순천향대학D/T,충남 아산시 신창면 온천대로 798 
531,천안안서D/T,충북 천안시 동남구 망향로 190 
532,홈플러스인천청라,인천 서구 중봉대로 587 
533,대전대동,대전 동구 계족로 174 (대동) 
534,마산역,경남 창원시 마산회원구 양덕옛2길 129(110호) 
535,부천약대,경기도 부천시 오정구 평천로 725
536,답십리,서울 성동구 천호대로 308 
537,익산동산,전북 익산시 서동로130 
538,번동D/T,번동사거리 현대주유소 위치
539,대전대사,대전 중구 계룡로920번길 36 
540,안동터미널,경북 안동시 경동로 130 
541,장흥,전남 장흥군 장흥읍 중앙로54-1 
542,문정로데오,서울 송파구 동남로 134 
543,익산영등,전북 익산시 영등동 약촌로 243 
544,안양호계,경기 안양시 동안구 경수대로 561 
545,전주중화산,전북 전주시 완산구 백제대로 224 
546,대전가수원,대전 서구 계백로 1161 
547,군산조촌D/T,전북 군산시 조촌로 111 
548,김해아울렛식당가,경남 김해시 장유로 469 
549,역삼,서울 강남구 테헤란로 116 
550,용인동천,경기 용인시 수지구 수풍로131번길 1 
551,완주봉동,전북 완주군 봉동읍 완주산단9로15 
552,잠실새내,서울 송파구 올림픽로 114 
553,부산하단,부산 사하구 낙동대로 457 
554,천호역,서울 강동구 올림픽로 654 
555,안양중앙,경기도 안양시 만안구 안양4동 710-57
556,홈플러스경산,경북 경산시 경안로 288 
557,별내신도시,경기 남양주시 별내동 순화궁로 347 
558,홈플러스오산세교,경기 오산시 청학로 238 
559,대전가양D/T,대전 대덕구 동서대로 1772(비래동) 
560,대구대곡역,대구 달성군 화원읍 비슬로 2723 
561,수원역사,경기 수원시 팔달구 덕영대로 924 
562,안산반월,경기 안산시 상록구 건건2길 6 
563,창동역,서울 도봉구 노해로 63길78 
564,송산휴게소,경기 화성시 송산면 고정리 349-26 
565,인천동양,인천 계양구 동양로111 
566,홈플러스합정,서울 마포구 양화로 45 
567,광주운암DI,광주 북구 북문대로 177(운암동) 
568,여주375아울렛,경기 여주시 명품1로 22-5 
569,의정부녹양역,"경기 의정부시 체육로298-33 CS타워 1,2층 "
570,대전복수,대전 서구 복수동로 62번지 1층 
571,별내,경기 남양주시 별내동 별내 5로 5번길 11 
572,지행역,경기 동두천시 지행로 60 
573,홈플러스대구성서,대구 달서구 달구벌대로 1467 
574,부산감천,부산 사하구 감천로 27-1 
575,청주분평D/T,충북 청주시 서원구 1순환로 991 
576,전주인후,전북 전주시 덕진구 안덕원로 237 
577,인천갈산,인천 부평구 평천로 324 
578,숭실대입구역,서울특별시 동작구 상도로 352
579,수원호매실,경기 수원시 권선구 금곡로 106(금곡동) 
580,용인보라,경기 용인시 기흥구 한보라2로 5 
581,엘리시안강촌리조트,강원 춘천시 남산면 북한강변길 688-79 
582,홈플러스인천숭의,인천 남구 석정로 51 
583,목동,서울 양천구 신목로 72 
584,홈플러스부산가야,부산 진구 가야대로 506 
585,롯데마트서청주,충북 청주시 흥덕구 2순환로 1004 
586,안양박달D/I,경기 안양시 만안구 박달로 432 
587,인천부개역,인천 부평구 경인로 1080 
588,대전카이스트,대전 유성구 구성동 대학로 291번지 학생회관 1층 
589,대흥역,서울 마포구 대흥로 79 (대흥동 동양엔파트) 
590,목포하당,전남 목포시 장미로 31 
591,홈플러스인천가좌,인천 서구 가정로 151번길 11 
592,울산방어,울산 동구 꽃바위로 266 
593,인천석바위,인천 남구 경원대로848 
594,롯데마트시흥,경기 시흥시 비둘기공원로 28(대야동) 
595,진해용원,경남 창원시 진해구 용원로7번길 18 
596,중랑역,서울 중랑구 망우로 192 
597,천안안서,충남 천안시 동남구 중암2길 23 
598,부산기장,부산 기장군 기장읍 읍내로 114 
599,서산휴게소(下),충남 서산시 해미면 삼송리 119 
600,경주,경북 경주시 중앙로48번길 3 
601,문막휴게소,강원 원주시 문막읍 원문로 1234 
602,홈플러스유성,"대전시 유성구 한밭대로 502 , 101 "
603,안양관양,경기 안양시 동안구 관악대로291(관양동) 
604,남원도통,전북 남원시 큰들2길 25 
605,용인역북,경기 용인시 처인구 중부대로 1309 
606,정선에코리조트,강원 정선군 정선읍 병방치길 235 
607,동묘역,서울 종로구 종로 336 
608,온양온천,충남 아산시 번영로 230 
609,부산거제,부산 연제구 아시아드대로 80 
610,속초터미널,강원 속초시 동해대로 3988 
611,선릉,서울 강남구 테헤란로 316 
612,대전도안신도시,대전 유성구 도안대로 512-11 
613,대전유성,대전 유성구 계룡로 58 
614,홈플러스안동,경북 안동시 경동로 656 
615,목포대학,전남 무안군 청계면 승달산길 17 
616,대전정림,대전 서구 정림로 71 1층 
617,뚝섬유원지,서울 광진구 능동로7 
618,송파삼전,서울 송파구 백제고분로 254 
619,광교D/T,경기 용인시 수지구 상현동 493-3 
620,강남우성사거리,서울 강남구 강남대로 334 
621,퇴계원,경기 남양주시 퇴계원면 퇴계원로 30 
622,홈플러스영등포,"서울 영등포구 당산로 42 1,2층 "
623,홈플러스김포,경기 김포시 감정동 중봉로 14 
624,부천중동,경기 부천시 원미구 중동로 254번길 104 
625,수락산역,서울 노원구 동일로 1668(상계동) 
626,롯데마트행당역,서울 성동구 행당동 328 
627,울산화봉,울산 북구 화봉로 74 
628,롯데마트수원천천,롯데마트 천천점 1층 롯데리아
629,한남대,대전 대덕구 한남로 28 
630,구로IT,서울 구로구 구로동 디지털로31길 20 
631,전남대,광주 북구 우치로 102-1 (용봉동) 
632,청구역,서울 중구 다산로 168 
633,목포용해,"전남 목포시 용당로 337, 2층 "
634,동해쇄운,동해시 쇄운동 청운 1길 52 동방빌딩 (쇄운동 파리바게트 건너편)
635,롯데씨네마광주수완,광주 광산구 장신로 98 
636,부산화명,부산 북구 화명신도시로 127 
637,홈플러스부산연산,부산 연제구 반송로 88 
638,강릉D/T,강원 강릉시 성덕포남로 46 
639,진해중앙,경남 창원시 진해구 중원로 86번길 31 
640,한성대입구역,서울 성북구 동소문로 2 
641,철원와수,강원 철원군 서면 와수로 186 
642,전주삼천,전북 전주시 완산구 삼천동1가 285-5 
643,무주,전북 무주군 무주읍 단천로 99 
644,괴산,충북 괴산군 괴산읍 괴강로 4 
645,포천운천,경기 포천시 영북면 운천안길 26 
646,원주단계,강원 원주시 천사로 63 
647,롯데마트원주,강원 원주시 봉화로 1 
648,동대구역사,대구 동구 동대구로 550 
649,포항문덕,경북 포항시 남구 오천읍 원동로 66 
650,대방역,"서울 영등포구 영등포로 416 신길동 1,2층 "
651,광주양산,광주 북구 임방울대로 1068  (용두동) 
652,구미봉곡,경북 구미시 봉곡동로 4 
653,롯데몰김포공항,서울 강서구 하늘길 38 
654,대구동호D/T,대구 동구 안심로 288 
655,신경주역사,경북 경주시 건천읍 신경주역로 80 
656,파주아울렛,경기 파주시 회동길 390  롯데프리미엄아울렛 A블럭 3층 
657,송파,서울 송파구 가락로 164 
658,김포양곡,경기 김포시 양촌읍 양곡2로 30번길 7-19 
659,중동인성,"경기 부천시 원미구 중동 석천로 106 인성프라자1,2층 "
660,홈플러스경주,경북 경주시 공단로 97 
661,중곡,중곡동 중마 초등학교 부근
662,홈플러스작전,인천 계양구 계양대로 27 
663,울산세이브존,울산 남구 번영로 250번길 9 
664,롯데마트송파,서울 송파구 중대로 80 
665,대전와동D/T,대전광역시 대덕구 와동 375번지
666,충주연수,충북 충주시 계명대로 238 
667,망우,서울 중랑구 봉우재로 239 
668,인천청라,인천 서구 인천 서구 청라에메랄드로99 
669,영광,전남 영광군 영광읍신남로 185-2 
670,오이도D/I,경기 시흥시 정왕신길로 49번길 53 
671,NC강서,서울 강서구 강서로 56길 17 
672,광주동강대,광주 북구 동문대로 69 
673,상계,서울 노원구 한글비석로 369 
674,부산미남역,지하철 3호선 미남역 1번 출구에서 사직동 방향 150M(TOP마트인근)
675,일산킨텍스,경기 고양시 일산서구 한류월드로 407(대화동 제2킨텍스 전시장 1층) 
676,강남역,강남역 9번이나 10번출구 뉴욕제과 뒷건물
677,대구스타디움,대구 수성구 유니버시아드로 140 
678,부산명지,부산 강서구 명지오션시티11로 74 
679,방학,방학 4거리에서 우이동 방면으로 -신동아 아파트 전
680,청양,충남 청양군 청양읍 중앙로 147 
681,상암,서울 마포구 월드컵북로 402 KGIT센터 150~152호 
682,광양마동,전남 광양시 사동로 179  (마동) 
683,강일,서울 강동구 아리수로93길 33-9 
684,발산역,서울 강서구 강서로 56길 24 
685,문막,강원 원주시 문막읍 원문로 1587 
686,목동행복한백화점,서울 양천구 목동동로 목동동로309 
687,종암,서울 성북구 종암로 91 
688,마산내서,경남 창원시 마산회원구 내서읍 경남대로 915 
689,청주터미널,충북 청주시 흥덕구 가경동 1449번지 터미날타워 10호동 
690,시흥월곶,경기 시흥시 월곶동 월곶중앙로(61) 월곶동 
691,광명하안,경기 광명시 범안로 1045 
692,광혜원,광혜원시외버스정류장 맞은편
693,부평,인천 부평구 경원대로 1399 
694,시흥정왕역,경기 시흥시 마유로418번 길10 
695,운정한빛,경기 파주시 와석순환로 125 (동패동) 
696,청주하나로,충북 청주시 상당구 무농정로 32 청주하나로클럽內 
697,전주효자서부,전북 전주시 완산구 호암로 65 
698,성수역,성수역1번출구 150m
699,아산탕정,충남 아산신 탕정면 탕정면로 37 
700,천안상록리조트,충남 천안시 동남구 수신면 수신로 576 
701,부천범박,경기 부천시 소사구 소사동로 87 
702,남양주진접,경기 남양주시 진접읍 해밀예당 3로 51 
703,고양,경기도 고양시 덕양구 고양동 682번지 sun빌딩 1층
704,일산가좌,경기 고양시 일산서구 가좌1로53 
705,키즈마트부산,부산 진구 신천대로 241 
706,군산수송,전북 군산시 서수송 1길  2 
707,암사역,서울 강동구 올림픽로792 
708,김포통진,경기 김포시 통진읍 김포대로 2242 
709,상봉역,서울시 중랑구 상봉동 115-14 1층
710,구파발역,서울시 은평구 진관동 지하철 3호선구파발역 1번출구앞 구파발역복합환승센터1층
711,구리인창,경기 구리시 동구릉로 108 
712,안성공도D/T,경기 안성시 공도읍 서동대로 3904-6 
713,일산식사,경기 고양시 일산동구 위시티2로 11번길 45 
714,충북오송,충북 청원군 오송읍 오송생명로 194 
715,울산남목,"울산 동구 방어진순환도로 1133, 102호 "
716,정릉,"서울 성북구 보국문로8길 4, 1층(정릉동) "
717,인제터미널,강원 인제군 인제읍 비봉로 43길 
718,용인흥덕,경기 용인시 기흥구 흥덕2로 87번길 18 
719,포천송우,경기 포천시 소흘읍 송우로 53 
720,구리돌다리,경기 구리시 검배로 21 
721,전주송천,전북 전주시 덕진구 솔내로 182 (송천동2가) 
722,용인죽전1동,용인시 수지구 죽전동 1190-1 거풍프라자 1층
723,방화,서울 강서구 양천로 73 
724,성남테크노밸리,경기 성남시 중원구 사기막골로 124 
725,중앙대,서울시 동작구 흑석동 182-7 1층 롯데리아
726,장호원,경기 이천시 장호원읍 장감로80 
727,이수역,"서울 동작구 동작대로 129, 지상1층 "
728,수원정자,홈배달 가능합니디.
729,창원소답,경남 창원시 의창구 읍성로 79번길2 102~104호 (소답동) 
730,완도,전남 완도군 완도읍 군내리장보고대로 210 
731,부산범어사역,부산 금정구 중앙대로 2103 
732,용산역사ST,서울 용산구 한강대로23길 55 
733,홈플러스김해,경남 김해시 김해대로 2078 
734,롯데마트제천,충북 제천시 용두대로 111 롯데마트제천점 내 
735,광주수완,수완지구 신한은행 옆
736,군산산북,전북 군산시 공단대로 566 
737,길음뉴타운점,서울 성북구 길음로7길 6 
738,단양,별곡리 331번지
739,수영로타리,부산시 수영구 광안동 50-13
740,공항신도시,인천 중구 흰바위로59번길 31 
741,대전시청,대전 서구 문정로 70 제이엔에스빌딩 1층 
742,용인신봉,경기 용인시 수지구 수지로 217 
743,구리토평,경기 구리시 체육관로26 
744,홈플러스밀양,경남 밀양시 점필재로 45 (내이동) 
745,시흥능곡,"경기 시흥시 장현능곡로 198 (능곡동,126,127호) "
746,목포석현,전남 목포시 영산로 559 
747,문산,경기 파주시 문산읍 문향로 70 
748,함양,경남 함양군 함양읍 고운로 52 
749,삼호한마음,전남 영암군 삼호읍 신항로 63-2 
750,역곡역,경기 부천시 원미구 부일로 727 
751,광주두암,광주 북구 갈마로 53 
752,화천,강원 화천군 화천읍 중앙 16 
753,천안목천,충남 천안시 동남구 목천읍 충절로 895 
754,충남대,대전 유성구 궁동로 18번길-6 
755,메가마트언양,울산 울주군 삼남면 반구대로 612 
756,평택송탄,경기도 평택시 서정동 814-7번지 덕수빌딩 1층
757,마석중흥,경기 남양주시 화도읍 마석로 61번길 18-3 
758,양주고읍,경기도 양주시 광사동 651번지 해동월드타워 1층 110호
759,대구동성로,대구 중구 동성로 39 
760,파주운정,경기 파주시 미래로 622 
761,여수여서,전남 여수시 여서로 164-1  (여서동) 
762,가든파이브,서울 송파구 충민로66 
763,진주산업대,경남 진주시 동진로 23(칠암동) 
764,천안아산역사,충남 아산시 배방읍 희망로 100 
765,홈플러스월곡,서울 성북구 화랑로 76 
766,안성공도,경기 안성시 공도읍 공도로 132 
767,창원상남,경남 창원시 성산구 단정로 7 
768,통영죽림,경남 통영시 광도면 죽림1로 17-51 
769,의왕오전,경기 의왕시 모락로26 
770,공릉역,서울 노원구 동일로 192길 27 
771,익산모현,전북 익산시 고현로 90 (모현동1가) 
772,대전배재,대전 서구 배재로 176 
773,부천오정,경기 부천시 오정구 오정로249 
774,오남,경기 남양주시 오남읍 진건오남로 806 
775,부산대,부산 금정구 부산대학로 47 
776,의정부신곡,경기 의정부시 신곡1동 동일로 462 
777,남악,전남 무안군 대죽동로 40 
778,부산동래역,부산 동래구 중앙대로 1319 
779,화성센트럴파크,경기 화성시 동탄지성로 116 
780,부산반송,부산 해운대구 아랫반송로 28-1 
781,광주풍암,광주 서구 풍암2로 10 
782,인천검암,인천 서구 승학로 505 
783,청주봉명,충북 청주시 흥덕구 백봉로227 이화빌딩 105호 
784,사당,서울 서초구 동작대로 24 
785,오류동역,서울 구로구 경인로20길 1 
786,의왕부곡,경기 의왕시 부곡중앙남1길 3 
787,일산풍동,백마역
788,화순,전남 화순군 화순읍 만연리 223 
789,건대역,서울 광진구 능동로 110 
790,울산온양,울산 을주군 온양읍 온양로 95 
791,부산정관,부산 기장군 정관면 정관로 560 
792,사가정역,서울 중랑구 면목로 333 
793,롯데마트안산,경기 안산시 상록구 항가울로 422 
794,광주동림,광주 광역시 서구 동천동626 
795,용인둔전,경기 용인시 포곡읍 포곡로 107번길 2 
796,인천간석,인천 남구 주안로219 
797,일산후곡,경기 고양시 일산서구 일산로 544 
798,인천월미마이랜드,인천 중구 월미문화로 81 
799,성남단대,경기 성남시 중원구 산성대로 372번길 15 
800,대구수성구청,대구 수성구 범어로 89 
801,목포,전남 목포시 영산로 59번길 30 
802,의정부호원,경기 의정부시 평화로238 
803,목포북항,전남 목포시 청호로 173 
804,미아삼거리,서울 성북구 도봉로 29 
805,인천남동공단,인천 남동구 논현로 40 1층 
806,롯데마트광주수완,광주 광산구 장신로 98 
807,부천뉴코아,경기 부천시 원미구 송내대로 239(상동) 
808,영등포타임스퀘어B2,서울 영등포구 영중로 15(영등포동 4가)B2층 
809,김해율하,경남 김해시 장유동 율하3로 42 
810,고덕역,서울 강동구 동남로73길 26 02호 
811,신도림역,서울 구로구 경인로661(신도림동) 
812,대구서재,대구 달성군 다사읍 서재본길 4-1 
813,롯데마트서산,충남 서산시 충의로 27 롯데마트 2층 
814,진주금산,경남 진주시 금산면 금산순환로 4 
815,알펜시아리조트,강원 평창군 대관령면 솔봉로 325 
816,김포장기,경기 김포시 김포한강 1로 78번길 5(장기동) 
817,광주학동,광주 동구 남문로 682 (학동) 
818,전주동산,전북 전주시 덕진구 편운로 6 
819,평촌귀인,경기 안양시 동안구 평촌대로 139 
820,대구서부정류장,대구 달서구 구마로 260 
821,인천올리브,인천 남동구 남동대로 880 
822,롯데마트고양,경기 고양시 덕양구 행신동 중앙동 558번길 21 
823,양산부산대,경남 양산시 물금읍 삽량로 36 
824,대구사월역,대구 수성구 달구벌대로 3280 
825,롯데마트통영,경남 통영시 무전대로 65 
826,롯데마트평택배미,"경기 평택시 평택5로 30 (합정동, 1층) "
827,여수디오션리조트,전남 여수시 소호동 923 디오션호텔 
828,대구아양교,대구 동구 아양로 240 
829,인천송도,인천 연수구 신송로 122 
830,고양행신역,경기 고양시 덕양구 행신동 무원로6번길 50 
831,신곡시장,서울 양천구 신월로 164 
832,홈플러스일산,경기 고양시 일산동구 중앙로1275번길 64 
833,평택팽성,경기 평택시 팽성읍 동서촌로97 
834,용인보정,경기 용인시 기흥구 죽전로 39 
835,화성향남,경기 화성시 향남읍 발안로 107 
836,아울렛광명,경기 광명시 철산로 4 지하 2층 
837,홈플러스계림,광주 동구 무등로 314 
838,롯데김해아울렛,경남 김해시 신문동72-19 
839,아산둔포,충남 아산시 둔포면 둔포 중앙로 148 
840,대구스파밸리,대구 달성군 가창면 가창로 891 
841,인천논현,인천 남동구 논고개로123번길17 
842,포천D/T,경기 포천시 소흘읍 호국호 231 
843,홈플러스부산감만,부산 남구 우암로 124 
844,부산경성대,부산 남구 수영로 300 
845,롯데마트전주,전북 전주시 완산구 우전로 240 
846,롯데마트당진,충남 당진시 정안로 20 롯데마트 1층 
847,홈플러스평촌,경기 안양시 동안구 평촌대로 253번길 48 
848,동대문광장,서울 종로구 종로 286 
849,태백,강원 태백시 태백로 898 
850,숙대입구역,서울 용산구 한강대로 283 
851,홈플러스오창,충북 청원군 오창읍 중심상업1로 8-11 
852,송악,충남 당진시 송악읍 신복운로 7길 4-4 
853,장승포,경남 거제시 능포로 132-1 
854,수원북문,경기 수원시 장안구 영화동 301-6 
855,홈플러스천안,충남 천안시 동남구 천안대로 574 홈플러스內 
856,화성봉담,경기도 화성시 봉담읍 동화리 599-2번지 이원타워 1층 롯데리아
857,동해,강원 동해시 천곡로 74 
858,다산,경기 남양주시 도농로 24 부영 애시앙 상가 143호 
859,성신여대,서울 성북구 동소문로 117 
860,구미양포,경북 구미시 옥계북로 7 
861,충주터미널,충북 충주시 봉계1길 49 공용터미널1층 
862,홈플러스조치원,세종 조치원읍 허만석로 60-1 
863,수원성대,경기 수원시 장안구 서부로 2121 
864,광주치평점,광주 서구 상무중앙로 95 
865,영덕,경북 영덕군 영덕읍 남석길 74 
866,칠곡석적,경북 칠곡군 석적읍 북중리3길 40 
867,홈플러스계산,인천 계양구 오조산 공원로 14 
868,홈플러스목포B1,전남 목포시 영산로 313 
869,화성동탄,경기 화성시 동탄문화센터로 71-3 
870,홈플러스진해,경남 창원시 진해구 충장로 356 
871,롯데마인천삼산B1,인천 부평구 길주로623-0 
872,용인상현,"경기 용인시 수지구 상현로 114, 나래빌딩 104-106호 "
873,원통,강원 인제군 북면 원통로147 길 27 
874,평촌주공공이,경기 안양시 동안구 관평로 170번길 33 
875,인천가좌,인천 서구 원적로 85 
876,동대문역사문화공원역,서울 중구 을지로 255 
877,전주터미널,전북 전주시 덕진구 전북 전주시 덕진구 가리내로 21 
878,청주산남,충북 청주시 흥덕구 산남로 70번길 3 
879,신당역,서울 중구 퇴계로428-1 
880,구미상모,경북 구미시 상사동로 64 
881,신림역,"2호선 신림역 3, 4번 출구(신림역 4거리)"
882,원광대,전북 익산시 동서로 19길 103-1 (신동) 
883,천안직산,충남 천안시 서북구 봉주로38 
884,청량리,청량리역3번출구 (민자역사 맞은편)
885,울산구영,울산 울주군 범서읍 점촌3길 10-10 1 
886,화성기안,경기 화성시 효행로287.보보스프라자106 
887,대전가오,대전 동구 은어송로60 103호 
888,부천역,경기 부천시 소사구 부천로1 부천역사 쇼핑몰 
889,부천역EXP,경기 부천시 소사구 부천로1 137호 부천역사쇼핑몰 
890,홈플러스전주,전북 전주시 덕진구 백제대로 771  (우아동3가) 
891,부산사상,부산 사상구 사상로 211 
892,노량진,서울 동작구 장승배기로 171 
893,용인구성,경기 용인시 기흥구 구성로 58 
894,인천만수,인천 남동구 만수로47 만수메디칼 빌딩105호 
895,대전전민,대전 유성구 유성대로 1746-1 
896,홈플러스울산북구,울산 북구 신답로 26 
897,호평,경기 남양주시 늘을2로 14번길 3 
898,의정부제일,경기 의정부시 시민로131번길 16 
899,고창,전북 고창군 고창읍 중앙로 229 
900,광명,경기 광명시 광명로 890 
901,건대스타시티,서울 광진구 아차산로272 
902,롯데마트군산,전북 군산시 수송로 210-1 
903,파주교하,경기 파주시 책향기로 419 (동패동) 
904,인천석남,"인천 서구 거북로 87, 1층 "
905,광주문흥,광주 북구 서하로 384 
906,홈플러스방학,서울 도봉구 도봉로 678 
907,조치원,세종  조치원읍 조치원로 32-2 
908,롯데마트장유,경남 김해시 장유면 번화1로 56번길 15 
909,아산배방,충청남도 아산시 배방읍 공수리 149-8번지 장호빌딩1층
910,홈플러스천안신방,충남 천안시 동남구 신촌1길23 
911,광주신창,광주 광산구 신창로 116(신창동) 
912,전주고사,전북 전주시 완산구 전주객사5길 22-3(고사동) 
913,오산원동,경기 오산시 원동로37번길 37 
914,홈플러스신내,서울 중랑구 신내로 201 
915,의정부회룡역,회룡역 1번출구 좌측 150M 위치
916,오창,충북 청원군 오창읍 중심상업로 7 
917,대전반석,대전 유성구 반석로 9 
918,가평,경기 가평군 가평읍 가화로 106 
919,대산,충남 서산시 대산읍 구진로 20 
920,신촌로터리,서울 마포구 서강로 137 
921,부산역,부산 동구 중앙대로 201(초량동) 
922,마산터미널,경남 창원시 마산회원구 3·15대로 756 
923,수원팔달,경기도 수원시 팔달구 팔달로3가 101-2
924,곤지암,경기 광주시 곤지암읍 곤지암로 54 
925,홈플러스내당,대구 서구 달구벌대로 1821 
926,롯데마트천안성정,충남 천안시 서북구 성정두정로 1  1층 롯데리아 
927,홈플러스마산양덕,경남 창원시 마산회원구 삼호로 56 
928,캐슬플라자,서울 송파구 올림픽로 269 캐슬골드 B1 
929,분당미금아울렛,경기 성남시 분당구 미금일로154번길 20 
930,진건,진건초등학교 맞은편
931,홈플러스강서,서울 강서구 화곡로 398 
932,서천,충남 서천군 서천읍 서천로 30 
933,롯데마트구로,서울 구로구 경인로 482 
934,홈플러스인하,인천 남구 소성로 6 
935,인천원당,인천 서구 당하동 원당대로876 
936,대림역,서울 영등포구 도림로 148 
937,화성태안,경기 화성시 병점1로 221 
938,롯데마트웅상,경남 양산시 삼호1길 34 
939,원주무실,강원 원주시 시청로 86 
940,의정부가능역점,경기 의정부시 평화로635 
941,김해북부,경남 김해시 가야로 183 
942,인천당하,인천 서구 완정로 18 
943,전주메가월드,전북 전주시 덕진구 동부대로 1229 
944,대구칠곡매천,대구 북구 학정로 40 
945,청도,경북 청도군 청도읍 청화로 207 
946,김천EXP,경북 김천시 시청로 66 
947,성남상대원,경기 성남시 중원구 희망로 348 
948,일산대화,경기 고양시 일산서구 대화로136 
949,음성,충북 음성군 음성읍 수정로 53 
950,영월,강원 영월군 영월읍 중앙로 24 
951,롯데마트서대전,대전 유성구 유성대로 26-37롯데마트(서대전점) 2층 롯데리아 
952,롯데마트의왕,경기 의왕시 계원대학로 7 
953,롯데마트첨단,광주 광산구 첨단 강변로99번길22(쌍암동) 
954,제천청전,충북 제천시 청전동 청전대로169 
955,안양비산,경기 안양시 동안구 관악대로 131 
956,NC청주,충북 청주시 흥덕구 2순환로 1233(가경동) 
957,홈플러스시화,경기 시흥시 희망공원로 269 
958,일산중산,경기 고양시 일산동구 중산로 245번길 
959,횡성,강원 횡성군 횡성읍 문정로 25 
960,화성발안,경기 화성시 향남읍 삼천병마로 207 
961,대전역사,대전 동구 중앙로 215(정동) 
962,롯데마트사하,부산 사하구 을숙도대로 610 
963,롯데마트오산,경기 오산시 경기대로 271 
964,롯데마트주엽,경기 고양시 일산서구 중앙로1496 
965,롯데마트충주,충북 충주시 봉계1길 49 롯데마트2층 
966,금강휴게소,충북 옥천군 동이면 금강로 596 
967,광주송정,광주 광산구 송정로 1번길88 
968,구미진평,경북 구미시 인동36길 5 
969,대구동서변,대구 북구 호국로 219 
970,예천,경북 예천군 예천읍 중앙로 27 
971,순천시청,전남 순천시 장명로22(장천동) 
972,서울역광장,서울 용산구 한강대로 405 101호 
973,서울역사,서울 용산구 한강대로 405 109호 2층 
974,구미도량,경북 구미시 송동로 65 
975,양구,강원 양구군 양구읍 양록길 99 
976,A.G선수촌,부산 해운대구 선수촌로 109-1 
977,홈플러스금천,서울 금천구 시흥대로 391 
978,군산대학,전북 군산시 황룡로 3 
979,파주법원,경기 파주시 법원읍 술이홀로879번길 13-2 
980,구미원평,경북 구미시 구미중앙로17길 9 
981,천안두정,"두정역에서 100M, 주공8단지 정문 건너편에 위치"
982,부산대연,부산 남구 수영로 200 
983,안산역사,경기 안산시 단원구 중앙대로 462 
984,시흥제일,경기 시흥시 호현로10번길 17 
985,강릉교동,강원 강릉시 교동광장로 106 
986,양산중부,경남 양산시 양산역로 69 
987,군포당동,경기 군포시 고산로262번길 1층 
988,경남합천,경남 합천군 합천읍 동서로 85-1 
989,제주공항,제주 제주시 공항로 2 국내선 청사 4층 
990,수원율현,경기 수원시 팔달구 일월로22번길 4 
991,홈플러스아시아드,부산 연제구 종합운동장로 7 (거제동) 
992,안산제일,경기 안산시 단원구 선부광장1로 56 
993,대천광장,충남 보령시 해수욕장2길 1(신흑동) 
994,대구칠곡구암,대구 북구 학정로 440 
995,포항두호,경북 포항시 북구 두호로 26 
996,대구퀸스로드,대구 서구 평리로35길 18-8 
997,분당미금,경기 성남시 분당구 돌마로 68 
998,마산호계,경남 창원시 마산회원구 내서읍 호원로 220 
999,인천연희D/T,인천 서구 서곶로 289 
1000,포항죽도,경북 포항시 북구 중흥로 187 
1001,종각역,서울 종로2가 종로 68 
1002,수원역광장,경기 수원시 팔달구 덕영대로 924 
1003,목포상동,전남 목포시 백년대로 339 
1004,부천상동,"경기 부천시 원미구 상동로 87 가나베스트타운 110,111 "
1005,서울랜드2호,경기 과천시 막계동 광명로 181(서울랜드) 
1006,울산화정,울산 동구 대학길 65 
1007,GS천안,충남 천안시 동남구 충절로 148번지 GS슈퍼內 
1008,봉일천,경기 파주시 조리읍 봉천로 40 
1009,시흥연성,경기 시흥시 진말로 19번길 16 
1010,안성중앙,경기 안성시 중앙로 397 
1011,대구다사,죽곡 우리은행 옆 건물
1012,경상대학,경남 진주시 진주대로 594(가좌동) 
1013,광주용봉,광주 북구 비엔날레로 112 
1014,부산주례역,주례역 1번출구 100m
1015,대구방촌,대구 동구 화랑로 409 
1016,대전비래,대전 대덕구 비래동로 13 
1017,야탑역,야탑역4번출구 야탑광장 맞은편 1분거리
1018,청주금천,충북 청주시 상당구 수영로 285 
